ENSG00000290825	DDX11L2
ENSG00000167220	HDHD2
ENSG00000134049	IER3IP1
ENSG00000215474	SKOR2
ENSG00000287673	ENSG00000287673
ENSG00000267761	MIR4527HG
ENSG00000261307	ENSG00000261307
ENSG00000175387	SMAD2
ENSG00000269365	ENSG00000269365
ENSG00000184828	ZBTB7C
ENSG00000286583	ZBTB7C-AS1
ENSG00000134030	CTIF
ENSG00000267762	ENSG00000267762
ENSG00000267764	ENSG00000267764
ENSG00000101665	SMAD7
ENSG00000266905	ENSG00000266905
ENSG00000264269	DYM-AS1
ENSG00000141627	DYM
ENSG00000265128	ENSG00000265128
ENSG00000266696	ENSG00000266696
ENSG00000263895	ENSG00000263895
ENSG00000287518	ENSG00000287518
ENSG00000177576	C18orf32
ENSG00000263916	ENSG00000263916
ENSG00000265496	ENSG00000265496
ENSG00000265681	RPL17
ENSG00000264464	LINC02837
ENSG00000101670	LIPG
ENSG00000267674	ENSG00000267674
ENSG00000167315	ACAA2
ENSG00000267322	SNHG22
ENSG00000167306	MYO5B
ENSG00000267196	ENSG00000267196
ENSG00000172361	CFAP53
ENSG00000277310	ENSG00000277310
ENSG00000141644	MBD1
ENSG00000154832	CXXC1
ENSG00000267695	ENSG00000267695
ENSG00000154839	SKA1
ENSG00000141639	MAPK4
ENSG00000287381	ENSG00000287381
ENSG00000134042	MRO
ENSG00000082212	ME2
ENSG00000141642	ELAC1
ENSG00000289868	ENSG00000289868
ENSG00000141646	SMAD4
ENSG00000176624	MEX3C
ENSG00000227115	LINC01630
ENSG00000286283	ENSG00000286283
ENSG00000285695	ENSG00000285695
ENSG00000266335	ENSG00000266335
ENSG00000187323	DCC
ENSG00000260433	LINC01917
ENSG00000263438	LINC01919
ENSG00000134046	MBD2
ENSG00000277324	ENSG00000277324
ENSG00000101751	POLI
ENSG00000174448	STARD6
ENSG00000166845	C18orf54
ENSG00000178690	DYNAP
ENSG00000041353	RAB27B
ENSG00000267311	ENSG00000267311
ENSG00000267112	ENSG00000267112
ENSG00000166510	CCDC68
ENSG00000267013	LINC01929
ENSG00000196628	TCF4
ENSG00000267028	TCF4-AS1
ENSG00000267402	TCF4-AS2
ENSG00000267284	ENSG00000267284
ENSG00000267325	LINC01415
ENSG00000267172	ENSG00000267172
ENSG00000287944	ENSG00000287944
ENSG00000260930	LINC01416
ENSG00000267327	ENSG00000267327
ENSG00000206129	LINC03069
ENSG00000287248	ENSG00000287248
ENSG00000267057	LINC01905
ENSG00000267399	ENSG00000267399
ENSG00000267712	LINC01539
ENSG00000267732	ENSG00000267732
ENSG00000289876	ENSG00000289876
ENSG00000091164	TXNL1
ENSG00000091157	WDR7
ENSG00000267146	ENSG00000267146
ENSG00000267225	WDR7-OT1
ENSG00000286777	ENSG00000286777
ENSG00000258609	LINC-ROR
ENSG00000267789	ENSG00000267789
ENSG00000228075	BOD1L2
ENSG00000267726	LINC02565
ENSG00000177511	ST8SIA3
ENSG00000277837	ENSG00000277837
ENSG00000119547	ONECUT2
ENSG00000066926	FECH
ENSG00000278703	ENSG00000278703
ENSG00000134440	NARS1
ENSG00000267040	ATP8B1-AS1
ENSG00000267787	ENSG00000267787
ENSG00000081923	ATP8B1
ENSG00000267209	LINC01897
ENSG00000049759	NEDD4L
ENSG00000267743	ENSG00000267743
ENSG00000267504	ENSG00000267504
ENSG00000267396	ENSG00000267396
ENSG00000267675	ENSG00000267675
ENSG00000267391	MIR122HG
ENSG00000276403	ENSG00000276403
ENSG00000198796	ALPK2
ENSG00000274354	ENSG00000274354
ENSG00000267257	ENSG00000267257
ENSG00000267579	ENSG00000267579
ENSG00000275418	ENSG00000275418
ENSG00000267226	MALT1-AS1
ENSG00000172175	MALT1
ENSG00000267476	ENSG00000267476
ENSG00000267705	ENSG00000267705
ENSG00000267501	ENSG00000267501
ENSG00000267593	LINC01926
ENSG00000074657	ZNF532
ENSG00000267215	ENSG00000267215
ENSG00000166562	SEC11C
ENSG00000134443	GRP
ENSG00000134438	RAX
ENSG00000166569	CPLX4
ENSG00000074695	LMAN1
ENSG00000267677	ENSG00000267677
ENSG00000183287	CCBE1
ENSG00000267000	ENSG00000267000
ENSG00000267061	ENSG00000267061
ENSG00000267269	ENSG00000267269
ENSG00000267774	ENSG00000267774
ENSG00000273664	ENSG00000273664
ENSG00000141682	PMAIP1
ENSG00000267462	ENSG00000267462
ENSG00000267686	ENSG00000267686
ENSG00000267401	ENSG00000267401
ENSG00000285681	ENSG00000285681
ENSG00000166603	MC4R
ENSG00000267098	ENSG00000267098
ENSG00000290562	ENSG00000290562
ENSG00000101542	CDH20
ENSG00000288800	ENSG00000288800
ENSG00000267316	ENSG00000267316
ENSG00000267279	ENSG00000267279
ENSG00000267175	ENSG00000267175
ENSG00000267038	ENSG00000267038
ENSG00000260440	LINC01544
ENSG00000176641	RNF152
ENSG00000197563	PIGN
ENSG00000134444	RELCH
ENSG00000266900	ENSG00000266900
ENSG00000267560	ENSG00000267560
ENSG00000141655	TNFRSF11A
ENSG00000267341	ENSG00000267341
ENSG00000141664	ZCCHC2
ENSG00000278017	ENSG00000278017
ENSG00000081913	PHLPP1
ENSG00000171791	BCL2
ENSG00000267766	ENSG00000267766
ENSG00000283125	ENSG00000283125
ENSG00000119537	KDSR
ENSG00000267390	KDSR-DT
ENSG00000119541	VPS4B
ENSG00000206075	SERPINB5
ENSG00000269989	ENSG00000269989
ENSG00000166634	SERPINB12
ENSG00000197641	SERPINB13
ENSG00000206073	SERPINB4
ENSG00000206072	SERPINB11
ENSG00000057149	SERPINB3
ENSG00000166396	SERPINB7
ENSG00000197632	SERPINB2
ENSG00000242550	SERPINB10
ENSG00000221887	HMSD
ENSG00000283667	ENSG00000283667
ENSG00000166401	SERPINB8
ENSG00000267134	LINC01924
ENSG00000179676	LINC00305
ENSG00000266952	LINC01538
ENSG00000286800	ENSG00000286800
ENSG00000263863	ENSG00000263863
ENSG00000264131	ENSG00000264131
ENSG00000264232	LINC01916
ENSG00000265217	ENSG00000265217
ENSG00000081138	CDH7
ENSG00000263720	ENSG00000263720
ENSG00000263622	ENSG00000263622
ENSG00000071991	CDH19
ENSG00000260578	ENSG00000260578
ENSG00000171451	DSEL
ENSG00000263424	ENSG00000263424
ENSG00000265533	DSEL-AS1
ENSG00000263594	ENSG00000263594
ENSG00000265555	LINC01903
ENSG00000264634	ENSG00000264634
ENSG00000264869	ENSG00000264869
ENSG00000287907	ENSG00000287907
ENSG00000264699	LINC01912
ENSG00000265425	ENSG00000265425
ENSG00000166479	TMX3
ENSG00000150636	CCDC102B
ENSG00000276092	ENSG00000276092
ENSG00000263637	ENSG00000263637
ENSG00000264472	ENSG00000264472
ENSG00000273584	ENSG00000273584
ENSG00000264705	ENSG00000264705
ENSG00000285748	ENSG00000285748
ENSG00000278532	ENSG00000278532
ENSG00000206052	DOK6
ENSG00000265643	ENSG00000265643
ENSG00000266840	ENSG00000266840
ENSG00000150637	CD226
ENSG00000176225	RTTN
ENSG00000287646	ENSG00000287646
ENSG00000170677	SOCS6
ENSG00000266258	LINC01909
ENSG00000266304	LIVAR
ENSG00000266278	LINC01910
ENSG00000288828	ENSG00000288828
ENSG00000286642	ENSG00000286642
ENSG00000263417	GTSCR1
ENSG00000265781	ENSG00000265781
ENSG00000287693	ENSG00000287693
ENSG00000265484	ENSG00000265484
ENSG00000260676	LINC01541
ENSG00000265352	LINC01899
ENSG00000260457	ENSG00000260457
ENSG00000265995	ENSG00000265995
ENSG00000141668	CBLN2
ENSG00000166342	NETO1
ENSG00000265579	ENSG00000265579
ENSG00000263958	NETO1-DT
ENSG00000263711	LINC02864
ENSG00000261780	LINC02582
ENSG00000289131	ENSG00000289131
ENSG00000265380	ENSG00000265380
ENSG00000263655	ENSG00000263655
ENSG00000287314	ENSG00000287314
ENSG00000141665	FBXO15
ENSG00000075336	TIMM21
ENSG00000260569	ENSG00000260569
ENSG00000166347	CYB5A
ENSG00000286529	ENSG00000286529
ENSG00000206043	C18orf63
ENSG00000259779	LINC01922
ENSG00000187773	DIPK1C
ENSG00000287689	ENSG00000287689
ENSG00000133313	CNDP2
ENSG00000276934	ENSG00000276934
ENSG00000150656	CNDP1
ENSG00000264340	ENSG00000264340
ENSG00000264247	ZNF407-AS1
ENSG00000215421	ZNF407
ENSG00000278607	ENSG00000278607
ENSG00000273669	ENSG00000273669
ENSG00000285915	ENSG00000285915
ENSG00000180011	PTGR3
ENSG00000179981	TSHZ1
ENSG00000276993	ENSG00000276993
ENSG00000264116	ENSG00000264116
ENSG00000206026	SMIM21
ENSG00000266774	ENSG00000266774
ENSG00000287281	ENSG00000287281
ENSG00000286603	ENSG00000286603
ENSG00000287295	ENSG00000287295
ENSG00000287993	ENSG00000287993
ENSG00000261194	LINC01898
ENSG00000266460	ENSG00000266460
ENSG00000264108	ENSG00000264108
ENSG00000263547	ENSG00000263547
ENSG00000266743	ENSG00000266743
ENSG00000264260	LINC01893
ENSG00000264595	ENSG00000264595
ENSG00000266014	ENSG00000266014
ENSG00000265717	ENSG00000265717
ENSG00000264212	ENSG00000264212
ENSG00000266614	ENSG00000266614
ENSG00000101493	ZNF516
ENSG00000263982	ENSG00000263982
ENSG00000265778	ZNF516-AS1
ENSG00000275763	ZNF516-DT
ENSG00000266256	LINC00683
ENSG00000286090	ENSG00000286090
ENSG00000266312	LINC01927
ENSG00000276397	LINC01879
ENSG00000264278	ZNF236-DT
ENSG00000278107	ENSG00000278107
ENSG00000130856	ZNF236
ENSG00000266844	ENSG00000266844
ENSG00000197971	MBP
ENSG00000287680	ENSG00000287680
ENSG00000275178	ENSG00000275178
ENSG00000278330	ENSG00000278330
ENSG00000265844	ENSG00000265844
ENSG00000166573	GALR1
ENSG00000264015	ENSG00000264015
ENSG00000264693	ENSG00000264693
ENSG00000286727	ENSG00000286727
ENSG00000265843	LINC01029
ENSG00000264334	ENSG00000264334
ENSG00000266213	ENSG00000266213
ENSG00000265644	ENSG00000265644
ENSG00000265378	ENSG00000265378
ENSG00000266273	ENSG00000266273
ENSG00000266586	ENSG00000266586
ENSG00000265101	ENSG00000265101
ENSG00000287758	ENSG00000287758
ENSG00000263146	LINC01896
ENSG00000256463	SALL3
ENSG00000166377	ATP9B
ENSG00000267655	ENSG00000267655
ENSG00000286245	ENSG00000286245
ENSG00000267628	ENSG00000267628
ENSG00000267015	ENSG00000267015
ENSG00000131196	NFATC1
ENSG00000286186	ENSG00000286186
ENSG00000275186	ENSG00000275186
ENSG00000286296	ENSG00000286296
ENSG00000267287	ENSG00000267287
ENSG00000267409	ENSG00000267409
ENSG00000178412	CTDP1-DT
ENSG00000274828	ENSG00000274828
ENSG00000060069	CTDP1
ENSG00000266901	ENSG00000266901
ENSG00000266924	ENSG00000266924
ENSG00000267780	ENSG00000267780
ENSG00000178342	KCNG2
ENSG00000278075	ENSG00000278075
ENSG00000122490	SLC66A2
ENSG00000287879	ENSG00000287879
ENSG00000226742	HSBP1L1
ENSG00000141759	TXNL4A
ENSG00000101546	RBFA
ENSG00000261126	RBFADN
ENSG00000101544	ADNP2
ENSG00000267270	PARD6G-AS1
ENSG00000178184	PARD6G
ENSG00000278000	ENSG00000278000
ENSG00000267251	ENSG00000267251
ENSG00000282807	ENSG00000282807
ENSG00000282591	FAM138F
ENSG00000290363	ENSG00000290363
ENSG00000176695	OR4F17
ENSG00000282535	ENSG00000282535
ENSG00000290384	ENSG00000290384
ENSG00000282508	LINC01002
ENSG00000282393	ENSG00000282393
ENSG00000141934	PLPP2
ENSG00000267124	ENSG00000267124
ENSG00000105556	MIER2
ENSG00000105549	THEG
ENSG00000286667	ENSG00000286667
ENSG00000267443	ENSG00000267443
ENSG00000183186	C2CD4C
ENSG00000129946	SHC2
ENSG00000181781	ODF3L2
ENSG00000099866	MADCAM1
ENSG00000266933	MADCAM1-AS1
ENSG00000141933	TPGS1
ENSG00000099804	CDC34
ENSG00000197540	GZMM
ENSG00000267751	BSG-AS1
ENSG00000172270	BSG
ENSG00000099822	HCN2
ENSG00000099821	POLRMT
ENSG00000261204	ENSG00000261204
ENSG00000070388	FGF22
ENSG00000070423	RNF126
ENSG00000267666	ENSG00000267666
ENSG00000070404	FSTL3
ENSG00000185198	PRSS57
ENSG00000099864	PALM
ENSG00000099812	MISP
ENSG00000272473	ENSG00000272473
ENSG00000267530	LINC01836
ENSG00000011304	PTBP1
ENSG00000129951	PLPPR3
ENSG00000172232	AZU1
ENSG00000196415	PRTN3
ENSG00000197561	ELANE
ENSG00000197766	CFD
ENSG00000175221	MED16
ENSG00000198858	R3HDM4
ENSG00000116014	KISS1R
ENSG00000116017	ARID3A
ENSG00000267159	ENSG00000267159
ENSG00000275162	ENSG00000275162
ENSG00000065268	WDR18
ENSG00000266990	ENSG00000266990
ENSG00000116032	GRIN3B
ENSG00000182087	TMEM259
ENSG00000274177	ENSG00000274177
ENSG00000064666	CNN2
ENSG00000064687	ABCA7
ENSG00000180448	ARHGAP45
ENSG00000099817	POLR2E
ENSG00000167468	GPX4
ENSG00000064932	SBNO2
ENSG00000290166	ENSG00000290166
ENSG00000118046	STK11
ENSG00000099625	CBARP
ENSG00000267778	CBARP-DT
ENSG00000099624	ATP5F1D
ENSG00000288704	ENSG00000288704
ENSG00000167470	MIDN
ENSG00000099622	CIRBP
ENSG00000267493	CIRBP-AS1
ENSG00000228300	FAM174C
ENSG00000099617	EFNA2
ENSG00000267372	ENSG00000267372
ENSG00000160953	PWWP3A
ENSG00000267755	ENSG00000267755
ENSG00000115286	NDUFS7
ENSG00000280486	ENSG00000280486
ENSG00000248015	ENSG00000248015
ENSG00000130005	GAMT
ENSG00000071626	DAZAP1
ENSG00000115268	RPS15
ENSG00000268798	ENSG00000268798
ENSG00000115266	APC2
ENSG00000267317	ENSG00000267317
ENSG00000119559	C19orf25
ENSG00000115257	PCSK4
ENSG00000115255	REEP6
ENSG00000185761	ADAMTSL5
ENSG00000185988	PLK5
ENSG00000267092	ENSG00000267092
ENSG00000181588	MEX3D
ENSG00000071655	MBD3
ENSG00000127540	UQCR11
ENSG00000071564	TCF3
ENSG00000267073	ENSG00000267073
ENSG00000205922	ONECUT3
ENSG00000130270	ATP8B3
ENSG00000079313	REXO1
ENSG00000267007	ENSG00000267007
ENSG00000267244	ENSG00000267244
ENSG00000267125	ENSG00000267125
ENSG00000129911	KLF16
ENSG00000267141	ENSG00000267141
ENSG00000261526	ENSG00000261526
ENSG00000267232	ENSG00000267232
ENSG00000129968	ABHD17A
ENSG00000227500	SCAMP4
ENSG00000213638	ADAT3
ENSG00000133275	CSNK1G2
ENSG00000180846	CSNK1G2-AS1
ENSG00000133243	BTBD2
ENSG00000267283	ENSG00000267283
ENSG00000099875	MKNK2
ENSG00000172081	MOB3A
ENSG00000099840	IZUMO4
ENSG00000065000	AP3D1
ENSG00000104885	DOT1L
ENSG00000267122	ENSG00000267122
ENSG00000104886	PLEKHJ1
ENSG00000104897	SF3A2
ENSG00000104899	AMH
ENSG00000167476	JSRP1
ENSG00000104904	OAZ1
ENSG00000188305	PEAK3
ENSG00000220008	LINGO3
ENSG00000288156	ENSG00000288156
ENSG00000286880	ENSG00000286880
ENSG00000130332	LSM7
ENSG00000005206	SPPL2B
ENSG00000178297	TMPRSS9
ENSG00000099800	TIMM13
ENSG00000176619	LMNB2
ENSG00000267201	LINC01775
ENSG00000099860	GADD45B
ENSG00000176533	GNG7
ENSG00000267412	ENSG00000267412
ENSG00000267214	ENSG00000267214
ENSG00000267749	ENSG00000267749
ENSG00000276097	ENSG00000276097
ENSG00000176490	DIRAS1
ENSG00000286460	ENSG00000286460
ENSG00000261342	ENSG00000261342
ENSG00000141873	SLC39A3
ENSG00000104969	SGTA
ENSG00000172009	THOP1
ENSG00000172006	ZNF554
ENSG00000186300	ZNF555
ENSG00000267063	ENSG00000267063
ENSG00000287766	ENSG00000287766
ENSG00000172000	ZNF556
ENSG00000171970	ZNF57
ENSG00000253392	ENSG00000253392
ENSG00000175691	ZNF77
ENSG00000288906	ENSG00000288906
ENSG00000104953	TLE6
ENSG00000065717	TLE2
ENSG00000267469	ENSG00000267469
ENSG00000104964	TLE5
ENSG00000088256	GNA11
ENSG00000267139	ENSG00000267139
ENSG00000267688	ENSG00000267688
ENSG00000060558	GNA15
ENSG00000267551	GNA15-DT
ENSG00000125910	S1PR4
ENSG00000289471	ENSG00000289471
ENSG00000125912	NCLN
ENSG00000161082	CELF5
ENSG00000267448	ENSG00000267448
ENSG00000141905	NFIC
ENSG00000095932	SMIM24
ENSG00000284638	SMIM44
ENSG00000129932	DOHH
ENSG00000105325	FZR1
ENSG00000161091	MFSD12
ENSG00000183397	TEKTIP1
ENSG00000267436	ENSG00000267436
ENSG00000267231	ENSG00000267231
ENSG00000064961	HMG20B
ENSG00000179855	GIPC3
ENSG00000006638	TBXA2R
ENSG00000226800	CACTIN-AS1
ENSG00000105298	CACTIN
ENSG00000186111	PIP5K1C
ENSG00000267304	ENSG00000267304
ENSG00000105289	TJP3
ENSG00000011132	APBA3
ENSG00000267205	ENSG00000267205
ENSG00000267138	ENSG00000267138
ENSG00000183617	MRPL54
ENSG00000173976	RAX2
ENSG00000007264	MATK
ENSG00000105278	ZFR2
ENSG00000167654	ATCAY
ENSG00000289254	ENSG00000289254
ENSG00000077009	NMRK2
ENSG00000167657	DAPK3
ENSG00000167658	EEF2
ENSG00000105229	PIAS4
ENSG00000178951	ZBTB7A
ENSG00000268670	ENSG00000268670
ENSG00000126934	MAP2K2
ENSG00000060566	CREB3L3
ENSG00000077463	SIRT6
ENSG00000089847	ANKRD24
ENSG00000105246	EBI3
ENSG00000105248	YJU2
ENSG00000105251	SHD
ENSG00000167664	TMIGD2
ENSG00000105255	FSD1
ENSG00000178078	STAP2
ENSG00000269425	ENSG00000269425
ENSG00000008382	MPND
ENSG00000269807	ENSG00000269807
ENSG00000269318	ENSG00000269318
ENSG00000141985	SH3GL1
ENSG00000267980	ENSG00000267980
ENSG00000167670	CHAF1A
ENSG00000267255	ENSG00000267255
ENSG00000167671	UBXN6
ENSG00000267030	ENSG00000267030
ENSG00000267769	ENSG00000267769
ENSG00000267011	ENSG00000267011
ENSG00000167674	HDGFL2
ENSG00000167676	PLIN4
ENSG00000214456	PLIN5
ENSG00000171236	LRG1
ENSG00000167680	SEMA6B
ENSG00000185361	TNFAIP8L1
ENSG00000074842	MYDGF
ENSG00000268565	ENSG00000268565
ENSG00000142002	DPP9
ENSG00000205790	DPP9-AS1
ENSG00000287884	ENSG00000287884
ENSG00000176840	MIR7-3HG
ENSG00000268536	ENSG00000268536
ENSG00000141965	FEM1A
ENSG00000269604	ENSG00000269604
ENSG00000290068	ENSG00000290068
ENSG00000127666	TICAM1
ENSG00000267484	ENSG00000267484
ENSG00000105355	PLIN3
ENSG00000205784	ARRDC5
ENSG00000276043	UHRF1
ENSG00000127663	KDM4B
ENSG00000105426	PTPRS
ENSG00000267550	PTPRS-AS1
ENSG00000274447	ENSG00000274447
ENSG00000105428	ZNRF4
ENSG00000223573	TINCR
ENSG00000130254	SAFB2
ENSG00000160633	SAFB
ENSG00000130255	RPL36
ENSG00000174917	MICOS13
ENSG00000167733	HSD11B1L
ENSG00000196365	LONP1
ENSG00000174898	CATSPERD
ENSG00000212123	PRR22
ENSG00000141994	DUS3L
ENSG00000171119	NRTN
ENSG00000289543	ENSG00000289543
ENSG00000156413	FUT6
ENSG00000171124	FUT3
ENSG00000267709	ENSG00000267709
ENSG00000130383	FUT5
ENSG00000174886	NDUFA11
ENSG00000266941	ENSG00000266941
ENSG00000187650	VMAC
ENSG00000267571	ENSG00000267571
ENSG00000105519	CAPS
ENSG00000031823	RANBP3
ENSG00000266983	RANBP3-DT
ENSG00000087903	RFX2
ENSG00000267262	ENSG00000267262
ENSG00000267299	ENSG00000267299
ENSG00000130377	ACSBG2
ENSG00000130382	MLLT1
ENSG00000267563	ENSG00000267563
ENSG00000167769	ACER1
ENSG00000269802	ENSG00000269802
ENSG00000125656	CLPP
ENSG00000125652	ALKBH7
ENSG00000125650	PSPN
ENSG00000125651	GTF2F1
ENSG00000269444	ENSG00000269444
ENSG00000088247	KHSRP
ENSG00000181240	SLC25A41
ENSG00000125648	SLC25A23
ENSG00000130545	CRB3
ENSG00000205744	DENND1C
ENSG00000275234	ENSG00000275234
ENSG00000104833	TUBB4A
ENSG00000268203	ENSG00000268203
ENSG00000268191	ENSG00000268191
ENSG00000125657	TNFSF9
ENSG00000125726	CD70
ENSG00000125735	TNFSF14
ENSG00000125730	C3
ENSG00000276980	ENSG00000276980
ENSG00000125734	GPR108
ENSG00000125733	TRIP10
ENSG00000269680	ENSG00000269680
ENSG00000125731	SH2D3A
ENSG00000141968	VAV1
ENSG00000174837	ADGRE1
ENSG00000290427	ENSG00000290427
ENSG00000268845	ENSG00000268845
ENSG00000196589	MBD3L2B
ENSG00000237247	MBD3L5
ENSG00000205718	MBD3L4
ENSG00000230522	MBD3L2
ENSG00000182315	MBD3L3
ENSG00000130544	ZNF557
ENSG00000171105	INSR
ENSG00000104880	ARHGEF18
ENSG00000267852	ARHGEF18-AS1
ENSG00000104883	PEX11G
ENSG00000198723	TEX45
ENSG00000198816	ZNF358
ENSG00000269371	ENSG00000269371
ENSG00000090674	MCOLN1
ENSG00000032444	PNPLA6
ENSG00000076826	CAMSAP3
ENSG00000076924	XAB2
ENSG00000229833	PET100
ENSG00000174788	PCP2
ENSG00000268204	ENSG00000268204
ENSG00000076944	STXBP2
ENSG00000104918	RETN
ENSG00000183019	MCEMP1
ENSG00000181029	TRAPPC5
ENSG00000104921	FCER2
ENSG00000182566	CLEC4G
ENSG00000090659	CD209
ENSG00000104938	CLEC4M
ENSG00000290088	ENSG00000290088
ENSG00000142459	EVI5L
ENSG00000183248	PRR36
ENSG00000268120	ENSG00000268120
ENSG00000171017	LRRC8E
ENSG00000214248	ENSG00000214248
ENSG00000076984	MAP2K7
ENSG00000268149	ENSG00000268149
ENSG00000260001	TGFBR3L
ENSG00000260500	ENSG00000260500
ENSG00000104976	SNAPC2
ENSG00000178531	CTXN1
ENSG00000269139	ENSG00000269139
ENSG00000104980	TIMM44
ENSG00000286138	ENSG00000286138
ENSG00000066044	ELAVL1
ENSG00000269813	ENSG00000269813
ENSG00000289255	ENSG00000289255
ENSG00000267939	ENSG00000267939
ENSG00000131142	CCL25
ENSG00000142449	FBN3
ENSG00000090661	CERS4
ENSG00000271717	ENSG00000271717
ENSG00000167775	CD320
ENSG00000267855	NDUFA7
ENSG00000233927	RPS28
ENSG00000186994	KANK3
ENSG00000167772	ANGPTL4
ENSG00000269386	RAB11B-AS1
ENSG00000185236	RAB11B
ENSG00000099785	MARCHF2
ENSG00000268931	ENSG00000268931
ENSG00000099783	HNRNPM
ENSG00000133246	PRAM1
ENSG00000133250	ZNF414
ENSG00000142347	MYO1F
ENSG00000268618	ENSG00000268618
ENSG00000142303	ADAMTS10
ENSG00000267986	ENSG00000267986
ENSG00000268480	NFILZ
ENSG00000181786	ACTL9
ENSG00000181733	OR2Z1
ENSG00000167785	ZNF558
ENSG00000269300	ENSG00000269300
ENSG00000170948	MBD3L1
ENSG00000269400	ENSG00000269400
ENSG00000181143	MUC16
ENSG00000170929	OR1M1
ENSG00000170923	OR7G2
ENSG00000161807	OR7G1
ENSG00000170920	OR7G3
ENSG00000130803	ZNF317
ENSG00000188000	OR7D2
ENSG00000290821	ENSG00000290821
ENSG00000174667	OR7D4
ENSG00000237521	OR7E24
ENSG00000290719	ENSG00000290719
ENSG00000196110	ZNF699
ENSG00000267510	ENSG00000267510
ENSG00000188321	ZNF559
ENSG00000188629	ZNF177
ENSG00000283108	ENSG00000283108
ENSG00000174652	ZNF266
ENSG00000287275	ENSG00000287275
ENSG00000198028	ZNF560
ENSG00000267273	ENSG00000267273
ENSG00000287960	ENSG00000287960
ENSG00000130818	ZNF426
ENSG00000278611	ZNF426-DT
ENSG00000197961	ZNF121
ENSG00000171469	ZNF561
ENSG00000267106	ZNF561-AS1
ENSG00000171466	ZNF562
ENSG00000291231	ENSG00000291231
ENSG00000277587	ENSG00000277587
ENSG00000267612	ENSG00000267612
ENSG00000196605	ZNF846
ENSG00000266950	ENSG00000266950
ENSG00000127452	FBXL12
ENSG00000198258	UBL5
ENSG00000267289	PIN1-DT
ENSG00000127445	PIN1
ENSG00000105088	OLFM2
ENSG00000080573	COL5A3
ENSG00000267650	ENSG00000267650
ENSG00000080511	RDH8
ENSG00000291164	C3P1
ENSG00000130813	SHFL
ENSG00000267387	ENSG00000267387
ENSG00000130812	ANGPTL6
ENSG00000130810	PPAN
ENSG00000244165	P2RY11
ENSG00000130811	EIF3G
ENSG00000130816	DNMT1
ENSG00000267534	S1PR2
ENSG00000105364	MRPL4
ENSG00000266978	LIMASI
ENSG00000267105	ENSG00000267105
ENSG00000090339	ICAM1
ENSG00000267607	ICAM4-AS1
ENSG00000105371	ICAM4
ENSG00000105376	ICAM5
ENSG00000220201	ZGLP1
ENSG00000267673	FDX2
ENSG00000161847	RAVER1
ENSG00000274425	ENSG00000274425
ENSG00000076662	ICAM3
ENSG00000105397	TYK2
ENSG00000105401	CDC37
ENSG00000065989	PDE4A
ENSG00000079999	KEAP1
ENSG00000267197	ENSG00000267197
ENSG00000180739	S1PR5
ENSG00000130734	ATG4D
ENSG00000129347	KRI1
ENSG00000129355	CDKN2D
ENSG00000129354	AP1M2
ENSG00000129353	SLC44A2
ENSG00000267100	ILF3-DT
ENSG00000129351	ILF3
ENSG00000213339	QTRT1
ENSG00000079805	DNM2
ENSG00000099203	TMED1
ENSG00000214212	C19orf38
ENSG00000142453	CARM1
ENSG00000130733	YIPF2
ENSG00000142444	TIMM29
ENSG00000127616	SMARCA4
ENSG00000266936	ENSG00000266936
ENSG00000130164	LDLR
ENSG00000161888	SPC24
ENSG00000197256	KANK2
ENSG00000130158	DOCK6
ENSG00000267082	ENSG00000267082
ENSG00000273733	ENSG00000273733
ENSG00000130173	ANGPTL8
ENSG00000267174	ENSG00000267174
ENSG00000130167	TSPAN16
ENSG00000105514	RAB3D
ENSG00000267576	ENSG00000267576
ENSG00000105518	TMEM205
ENSG00000183401	CCDC159
ENSG00000105520	PLPPR2
ENSG00000267277	ENSG00000267277
ENSG00000173928	SWSAP1
ENSG00000187266	EPOR
ENSG00000205517	RGL3
ENSG00000198003	ODAD3
ENSG00000130175	PRKCSH
ENSG00000196361	ELAVL3
ENSG00000161914	ZNF653
ENSG00000130159	ECSIT
ENSG00000130176	CNN1
ENSG00000130165	ELOF1
ENSG00000198551	ZNF627
ENSG00000102575	ACP5
ENSG00000197332	ENSG00000197332
ENSG00000289985	ENSG00000289985
ENSG00000290463	ENSG00000290463
ENSG00000197933	ZNF823
ENSG00000266922	ENSG00000266922
ENSG00000197044	ZNF441
ENSG00000267646	ENSG00000267646
ENSG00000177599	ZNF491
ENSG00000171295	ZNF440
ENSG00000267089	ENSG00000267089
ENSG00000171291	ZNF439
ENSG00000198429	ZNF69
ENSG00000196757	ZNF700
ENSG00000267274	ENSG00000267274
ENSG00000197054	ZNF763
ENSG00000219665	ZNF433-AS1
ENSG00000197647	ZNF433
ENSG00000257446	ZNF878
ENSG00000223547	ZNF844
ENSG00000290812	ENSG00000290812
ENSG00000132010	ZNF20
ENSG00000257591	ZNF625
ENSG00000196646	ZNF136
ENSG00000291101	ENSG00000291101
ENSG00000197857	ZNF44
ENSG00000188868	ZNF563
ENSG00000198342	ZNF442
ENSG00000196466	ZNF799
ENSG00000180855	ZNF443
ENSG00000234848	ENSG00000234848
ENSG00000242852	ZNF709
ENSG00000249709	ZNF564
ENSG00000269560	ENSG00000269560
ENSG00000230310	LINC02926
ENSG00000188033	ZNF490
ENSG00000173875	ZNF791
ENSG00000104774	MAN2B1
ENSG00000123154	WDR83
